base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,q,consensus_thresh,b,c,beta,generations,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,average_consensus,G,ALWAYS_COOPERATE,DISCRIMINATE,PARADOXICALLY_DISC,ALWAYS_DEFECT,EmotionProfile.COMPETITIVE,EmotionProfile.COOPERATIVE
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.723,0.14,0.375,0.025,0.0,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.956,0.098,0.45,0.1,0.0,0.0,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.814,0.11,0.4,0.0,0.05,0.025,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.297,0.125,0.475,0.025,0.0,0.15,0.825,0.82,0.17
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.867,0.148,0.45,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.646,0.125,0.35,0.025,0.025,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.738,0.12,0.45,0.0,0.1,0.025,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.961,0.135,0.425,0.0,0.1,0.05,0.85,0.85,0.15
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.835,0.123,0.475,0.0,0.0,0.025,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.19,0.128,0.475,0.0,0.05,0.025,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.307,0.133,0.275,0.05,0.0,0.025,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.76,0.133,0.4,0.0,0.05,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.01,0.138,0.4,0.025,0.0,0.0,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.144,0.125,0.575,0.0,0.025,0.05,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.11,0.115,0.425,0.0,0.05,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.145,0.098,0.55,0.0,0.075,0.0,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.784,0.098,0.375,0.025,0.0,0.0,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.096,0.133,0.4,0.0,0.075,0.0,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.085,0.102,0.425,0.0,0.05,0.0,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.09,0.11,0.425,0.025,0.0,0.0,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.259,0.148,0.425,0.0,0.075,0.0,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.134,0.117,0.35,0.1,0.0,0.05,0.85,0.15,0.85
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.141,0.133,0.4,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.699,0.095,0.4,0.05,0.025,0.0,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.778,0.133,0.6,0.0,0.025,0.0,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.499,0.138,0.45,0.05,0.0,0.025,0.925,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.021,0.11,0.4,0.0,0.0,0.05,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.364,0.115,0.275,0.0,0.075,0.0,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.353,0.113,0.5,0.025,0.0,0.0,0.975,0.23,0.78
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.364,0.125,0.4,0.075,0.05,0.05,0.825,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.908,1.0,0.1,0.0,0.05,0.925,0.025,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.892,1.0,0.025,0.075,0.05,0.875,0.0,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.964,1.0,0.85,0.0,0.95,0.0,0.05,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.812,1.0,0.925,0.025,0.975,0.0,0.0,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.756,1.0,0.125,0.05,0.0,0.95,0.0,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.925,1.0,0.05,0.025,0.025,0.95,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.142,1.0,0.95,0.025,0.975,0.0,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.771,1.0,0.925,0.025,0.9,0.025,0.05,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.004,1.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.681,1.0,0.95,0.075,0.9,0.0,0.025,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.954,1.0,0.35,0.075,0.05,0.025,0.85,0.15,0.85
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.875,1.0,0.35,0.0,0.1,0.05,0.85,0.85,0.15
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.731,1.0,0.35,0.0,0.0,0.075,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.953,1.0,0.35,0.0,0.0,0.075,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.785,1.0,0.35,0.05,0.0,0.05,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.117,1.0,0.35,0.0,0.075,0.0,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.832,1.0,0.35,0.0,0.15,0.025,0.825,0.17,0.82
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.652,1.0,0.35,0.0,0.025,0.025,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.38,1.0,0.35,0.025,0.125,0.05,0.8,0.8,0.2
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.94,1.0,0.35,0.0,0.275,0.125,0.6,0.6,0.4
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.18,0.13,0.3,0.0,0.025,0.1,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.551,0.152,0.275,0.0,0.0,0.075,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.002,0.109,0.425,0.0,0.05,0.0,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.888,0.128,0.525,0.025,0.0,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.983,0.149,0.575,0.05,0.025,0.1,0.825,0.82,0.17
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.537,0.151,0.375,0.0,0.0,0.05,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.949,0.125,0.525,0.0,0.025,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.953,0.119,0.425,0.025,0.0,0.0,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.92,0.161,0.7,0.0,0.125,0.025,0.85,0.85,0.15
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.785,0.144,0.55,0.025,0.025,0.075,0.875,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.973,0.206,0.775,0.05,0.0,0.025,0.925,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,7.376,0.229,0.7,0.05,0.125,0.0,0.825,0.17,0.82
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.144,0.149,0.525,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.845,0.129,0.5,0.0,0.05,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.213,0.276,0.7,0.05,0.075,0.15,0.725,0.25,0.75
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.048,0.099,0.575,0.0,0.0,0.025,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,32.858,0.155,0.425,0.025,0.0,0.075,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,26.483,0.416,0.1,0.05,0.0,0.95,0.0,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,44.326,0.446,0.125,0.025,0.0,0.975,0.0,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,68.119,0.429,0.15,0.025,0.025,0.925,0.025,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.252,0.214,0.425,0.0,0.15,0.025,0.825,0.17,0.82
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.78,0.275,0.45,0.075,0.125,0.175,0.625,0.65,0.35
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.21,0.224,0.525,0.025,0.05,0.05,0.875,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.913,0.181,0.65,0.0,0.075,0.025,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.787,0.202,0.45,0.0,0.125,0.0,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.873,0.205,0.375,0.025,0.0,0.15,0.825,0.17,0.82
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.92,0.299,0.575,0.0,0.25,0.05,0.7,0.3,0.7
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,30.383,0.539,0.125,0.075,0.0,0.925,0.0,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,29.782,0.265,0.325,0.0,0.075,0.05,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,37.441,0.534,0.175,0.075,0.0,0.925,0.0,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.839,1.0,0.025,0.0,0.0,0.975,0.025,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.862,1.0,0.95,0.0,0.975,0.0,0.025,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.881,1.0,0.925,0.025,0.975,0.0,0.0,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.864,1.0,0.975,0.05,0.95,0.0,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.934,1.0,0.05,0.025,0.0,0.975,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.011,1.0,0.025,0.05,0.0,0.925,0.025,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.984,1.0,0.15,0.025,0.025,0.925,0.025,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.748,1.0,0.875,0.05,0.95,0.0,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.805,1.0,0.9,0.025,0.95,0.025,0.0,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.25,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.827,1.0,0.0,0.125,0.0,0.875,0.0,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.245,1.0,0.5,0.0,0.025,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.022,1.0,0.5,0.0,0.0,0.025,0.975,0.7,0.3
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.067,1.0,0.5,0.0,0.0,0.125,0.875,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.201,1.0,0.5,0.0,0.0,0.15,0.85,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.251,1.0,0.5,0.025,0.0,0.025,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.593,1.0,0.5,0.025,0.025,0.075,0.875,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.5,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.075,1.0,0.5,0.0,0.0,0.05,0.95,0.95,0.05
