base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,b,c,beta,generations,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,ALWAYS_COOPERATE,DISCRIMINATE,PARADOXICALLY_DISC,ALWAYS_DEFECT,Competitive,Cooperative
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,46.659,0.02,0.98,0.0,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,46.839,0.18,0.76,0.06,0.0,0.76,0.24
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,46.454,0.04,0.96,0.0,0.0,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,46.772,0.0,0.94,0.0,0.06,0.94,0.06
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,46.538,0.0,1.0,0.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,46.598,0.0,0.98,0.0,0.02,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,52.682,0.08,0.9,0.0,0.02,0.9,0.1
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,52.051,0.08,0.88,0.0,0.04,0.88,0.12
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,52.508,0.04,0.92,0.04,0.0,0.92,0.08
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,5.366,0.0,0.22,0.02,0.76,0.78,0.22
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,51.136,0.02,0.98,0.0,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,5.435,0.02,0.02,0.0,0.96,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,54.355,0.08,0.8,0.04,0.08,0.8,0.2
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,49.564,0.16,0.78,0.02,0.04,0.8,0.2
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,51.809,0.0,0.98,0.02,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,5.155,0.04,0.06,0.02,0.88,0.88,0.12
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,82.753,0.0,1.0,0.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,83.088,0.06,0.92,0.0,0.02,0.92,0.08
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,83.032,0.0,1.0,0.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,5.029,0.0,0.42,0.0,0.58,0.58,0.42
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,5.309,0.04,0.1,0.02,0.84,0.84,0.16
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,82.517,0.02,0.98,0.0,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,82.843,0.04,0.96,0.0,0.0,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,82.317,0.04,0.9,0.06,0.0,0.9,0.1
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,82.12,0.04,0.92,0.02,0.02,0.92,0.08
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,82.508,0.0,0.98,0.0,0.02,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,84.47,0.06,0.94,0.0,0.0,0.94,0.06
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,76.986,0.12,0.86,0.02,0.0,0.86,0.14
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,84.456,0.02,0.94,0.02,0.02,0.94,0.06
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,83.537,0.0,1.0,0.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,84.011,0.02,0.96,0.02,0.0,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,83.957,0.0,1.0,0.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,84.841,0.26,0.74,0.0,0.0,0.74,0.26
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,84.427,0.34,0.66,0.0,0.0,0.66,0.34
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,71.614,0.06,0.9,0.0,0.04,0.9,0.1
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(0, 1), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,84.907,0.16,0.84,0.0,0.0,0.84,0.16
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,4.605,0.02,0.0,0.0,0.98,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,29.457,0.0,0.96,0.02,0.02,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,26.572,0.02,0.98,0.0,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,4.811,0.0,0.02,0.0,0.98,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,46.579,0.02,0.96,0.0,0.02,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,46.609,0.02,0.98,0.0,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,46.259,0.0,0.96,0.0,0.04,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,46.052,0.0,0.98,0.02,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,46.458,0.02,0.98,0.0,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,46.434,0.0,0.98,0.02,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,47.165,0.02,0.98,0.0,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,46.924,0.08,0.92,0.0,0.0,0.92,0.08
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,4.449,0.04,0.24,0.08,0.64,0.64,0.36
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,46.792,0.1,0.88,0.0,0.02,0.88,0.12
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,4.673,0.02,0.04,0.06,0.88,0.88,0.12
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,47.099,0.0,1.0,0.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,5.09,0.02,0.02,0.02,0.94,0.94,0.06
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,46.865,0.0,0.88,0.06,0.06,0.88,0.12
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,46.722,0.04,0.94,0.02,0.0,0.94,0.06
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,46.694,0.0,0.96,0.04,0.0,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,5.071,0.0,0.02,0.0,0.98,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,4.398,0.0,0.08,0.0,0.92,0.92,0.08
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,82.972,0.06,0.94,0.0,0.0,0.94,0.06
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,82.659,0.02,0.94,0.02,0.02,0.94,0.06
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,4.879,0.02,0.06,0.02,0.9,0.9,0.1
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,32.262,0.02,0.98,0.0,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,83.059,0.02,0.98,0.0,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,66.351,0.0,1.0,0.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,83.103,0.0,0.98,0.02,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,82.738,0.0,1.0,0.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,84.271,0.1,0.9,0.0,0.0,0.9,0.1
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,84.188,0.0,0.98,0.0,0.02,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,84.041,0.06,0.9,0.02,0.02,0.9,0.1
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,83.613,0.14,0.84,0.02,0.0,0.84,0.16
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,82.774,0.06,0.9,0.02,0.02,0.9,0.1
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,83.618,0.02,0.96,0.0,0.02,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,83.533,0.16,0.84,0.0,0.0,0.84,0.16
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,83.608,0.1,0.9,0.0,0.0,0.9,0.1
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,4.591,0.04,0.06,0.06,0.84,0.84,0.16
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 0), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,83.678,0.04,0.96,0.0,0.0,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,47.18,0.06,0.9,0.04,0.0,0.9,0.1
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,47.316,0.0,1.0,0.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,47.387,0.0,1.0,0.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,47.292,0.0,0.96,0.04,0.0,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,47.543,0.0,1.0,0.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,47.149,0.06,0.92,0.02,0.0,0.92,0.08
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,5.294,0.0,0.0,0.0,1.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,4.98,0.04,0.02,0.02,0.92,0.94,0.06
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,4.723,0.04,0.1,0.02,0.84,0.88,0.12
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (0, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,47.692,0.0,0.98,0.02,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,54.307,0.0,1.0,0.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,39.48,0.0,0.98,0.0,0.02,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,4.833,0.0,0.0,0.0,1.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,52.518,0.64,0.3,0.0,0.06,0.34,0.66
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,4.668,0.02,0.04,0.0,0.94,0.94,0.06
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,50.9,0.1,0.9,0.0,0.0,0.1,0.9
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,52.629,0.02,0.94,0.0,0.04,0.94,0.06
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,5.187,0.04,0.02,0.04,0.9,0.9,0.1
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,52.198,0.18,0.82,0.0,0.0,0.82,0.18
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (0, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,5.769,0.0,0.1,0.02,0.88,0.88,0.12
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,82.984,0.0,0.98,0.0,0.02,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,83.062,0.06,0.94,0.0,0.0,0.94,0.06
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,82.382,0.0,0.98,0.02,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,82.757,0.0,0.96,0.02,0.02,0.96,0.04
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,82.454,0.02,0.98,0.0,0.0,0.98,0.02
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,57.989,0.0,1.0,0.0,0.0,1.0,0.0
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,82.531,0.06,0.9,0.0,0.04,0.9,0.1
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,82.786,0.1,0.86,0.02,0.02,0.86,0.14
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,4.753,0.02,0.0,0.04,0.94,0.94,0.06
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (1, 0)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,83.177,0.06,0.92,0.02,0.0,0.92,0.08
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,84.334,0.3,0.64,0.04,0.02,0.66,0.34
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,74.297,0.14,0.82,0.0,0.04,0.82,0.18
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,84.999,0.12,0.88,0.0,0.0,0.88,0.12
"[[0, 0], [0, 1]]","[[(1, 0), (0, 1)], [(1, 1), (1, 1)]]",50,1000,1.0,0.01,0.01,0.0,5,1,1.0,1000,200,0.0,1.0,0.0,0.2,84.642,0.06,0.88,0.02,0.04,0.9,0.1
